n_obs_original,n_obs_efectivo,grupo_original,grupo_efectivo,cambia_de_grupo
212,212,100-249,100-249,False
350,350,250-499,250-499,False
799,799,500-999,500-999,False
673,673,500-999,500-999,False
450,450,250-499,250-499,False
1423,1423,>=1000,>=1000,False
506,506,500-999,500-999,False
1802,1802,>=1000,>=1000,False
244,244,100-249,100-249,False
587,587,500-999,500-999,False
570,570,500-999,500-999,False
405,405,250-499,250-499,False
998,998,500-999,500-999,False
1146,1146,>=1000,>=1000,False
1579,1579,>=1000,>=1000,False
517,517,500-999,500-999,False
71,71,<100,<100,False
328,328,250-499,250-499,False
991,991,500-999,500-999,False
324,324,250-499,250-499,False
1086,1086,>=1000,>=1000,False
148,148,100-249,100-249,False
177,177,100-249,100-249,False
440,440,250-499,250-499,False
523,523,500-999,500-999,False
226,226,100-249,100-249,False
275,275,250-499,250-499,False
495,495,250-499,250-499,False
170,170,100-249,100-249,False
1155,1155,>=1000,>=1000,False
1062,1062,>=1000,>=1000,False
630,630,500-999,500-999,False
220,220,100-249,100-249,False
802,802,500-999,500-999,False
78,78,<100,<100,False
1397,1397,>=1000,>=1000,False
270,269,250-499,250-499,False
174,174,100-249,100-249,False
610,610,500-999,500-999,False
1125,1125,>=1000,>=1000,False
342,342,250-499,250-499,False
466,466,250-499,250-499,False
49,49,<100,<100,False
209,209,100-249,100-249,False
353,353,250-499,250-499,False
242,242,100-249,100-249,False
142,142,100-249,100-249,False
138,138,100-249,100-249,False
295,295,250-499,250-499,False
73,73,<100,<100,False
45,45,<100,<100,False
36,36,<100,<100,False
197,197,100-249,100-249,False
424,424,250-499,250-499,False
423,423,250-499,250-499,False
251,251,250-499,250-499,False
254,254,250-499,250-499,False
1977,1975,>=1000,>=1000,False
143,143,100-249,100-249,False
458,458,250-499,250-499,False
450,450,250-499,250-499,False
1230,1230,>=1000,>=1000,False
372,372,250-499,250-499,False
68,68,<100,<100,False
1065,1065,>=1000,>=1000,False
568,568,500-999,500-999,False
283,283,250-499,250-499,False
374,374,250-499,250-499,False
372,372,250-499,250-499,False
928,928,500-999,500-999,False
446,446,250-499,250-499,False
219,219,100-249,100-249,False
362,362,250-499,250-499,False
1735,1735,>=1000,>=1000,False
671,671,500-999,500-999,False
599,599,500-999,500-999,False
742,742,500-999,500-999,False
206,206,100-249,100-249,False
618,618,500-999,500-999,False
426,426,250-499,250-499,False
137,137,100-249,100-249,False
235,235,100-249,100-249,False
1069,1069,>=1000,>=1000,False
1215,1215,>=1000,>=1000,False
2255,2255,>=1000,>=1000,False
831,831,500-999,500-999,False
80,80,<100,<100,False
481,481,250-499,250-499,False
546,546,500-999,500-999,False
518,518,500-999,500-999,False
668,668,500-999,500-999,False
386,386,250-499,250-499,False
461,461,250-499,250-499,False
347,347,250-499,250-499,False
140,140,100-249,100-249,False
172,172,100-249,100-249,False
535,535,500-999,500-999,False
44,44,<100,<100,False
124,124,100-249,100-249,False
670,670,500-999,500-999,False
400,400,250-499,250-499,False
1512,1512,>=1000,>=1000,False
40,40,<100,<100,False
53,53,<100,<100,False
321,321,250-499,250-499,False
512,512,500-999,500-999,False
46,46,<100,<100,False
435,435,250-499,250-499,False
1249,1249,>=1000,>=1000,False
656,656,500-999,500-999,False
119,119,100-249,100-249,False
60,60,<100,<100,False
662,662,500-999,500-999,False
1162,1162,>=1000,>=1000,False
268,268,250-499,250-499,False
606,606,500-999,500-999,False
279,279,250-499,250-499,False
177,177,100-249,100-249,False
418,418,250-499,250-499,False
1099,1099,>=1000,>=1000,False
119,119,100-249,100-249,False
1211,1211,>=1000,>=1000,False
210,210,100-249,100-249,False
331,331,250-499,250-499,False
581,581,500-999,500-999,False
287,287,250-499,250-499,False
623,623,500-999,500-999,False
964,964,500-999,500-999,False
26,26,<100,<100,False
658,658,500-999,500-999,False
607,607,500-999,500-999,False
1800,1800,>=1000,>=1000,False
142,142,100-249,100-249,False
1004,1004,>=1000,>=1000,False
170,170,100-249,100-249,False
213,213,100-249,100-249,False
254,254,250-499,250-499,False
47,47,<100,<100,False
379,379,250-499,250-499,False
1160,1160,>=1000,>=1000,False
931,931,500-999,500-999,False
458,458,250-499,250-499,False
441,441,250-499,250-499,False
2498,2497,>=1000,>=1000,False
513,513,500-999,500-999,False
289,289,250-499,250-499,False
1624,1624,>=1000,>=1000,False
321,321,250-499,250-499,False
323,323,250-499,250-499,False
354,354,250-499,250-499,False
288,288,250-499,250-499,False
390,390,250-499,250-499,False
719,719,500-999,500-999,False
76,76,<100,<100,False
124,124,100-249,100-249,False
496,496,250-499,250-499,False
405,405,250-499,250-499,False
312,312,250-499,250-499,False
244,244,100-249,100-249,False
566,566,500-999,500-999,False
371,371,250-499,250-499,False
127,127,100-249,100-249,False
407,407,250-499,250-499,False
146,146,100-249,100-249,False
645,645,500-999,500-999,False
839,839,500-999,500-999,False
448,448,250-499,250-499,False
629,629,500-999,500-999,False
168,168,100-249,100-249,False
360,360,250-499,250-499,False
938,938,500-999,500-999,False
264,264,250-499,250-499,False
763,763,500-999,500-999,False
32,32,<100,<100,False
330,330,250-499,250-499,False
289,289,250-499,250-499,False
504,504,500-999,500-999,False
487,487,250-499,250-499,False
78,78,<100,<100,False
282,282,250-499,250-499,False
165,165,100-249,100-249,False
441,441,250-499,250-499,False
756,756,500-999,500-999,False
283,283,250-499,250-499,False
435,434,250-499,250-499,False
672,672,500-999,500-999,False
49,49,<100,<100,False
867,867,500-999,500-999,False
1319,1319,>=1000,>=1000,False
928,928,500-999,500-999,False
223,223,100-249,100-249,False
395,395,250-499,250-499,False
155,155,100-249,100-249,False
256,256,250-499,250-499,False
57,57,<100,<100,False
787,787,500-999,500-999,False
77,77,<100,<100,False
362,362,250-499,250-499,False
444,444,250-499,250-499,False
42,42,<100,<100,False
614,614,500-999,500-999,False
252,252,250-499,250-499,False
645,645,500-999,500-999,False
799,799,500-999,500-999,False
430,430,250-499,250-499,False
884,884,500-999,500-999,False
720,720,500-999,500-999,False
309,309,250-499,250-499,False
505,505,500-999,500-999,False
165,165,100-249,100-249,False
67,67,<100,<100,False
283,283,250-499,250-499,False
589,589,500-999,500-999,False
496,495,250-499,250-499,False
147,147,100-249,100-249,False
559,559,500-999,500-999,False
116,116,100-249,100-249,False
325,325,250-499,250-499,False
1047,1047,>=1000,>=1000,False
568,567,500-999,500-999,False
455,455,250-499,250-499,False
48,48,<100,<100,False
1074,1074,>=1000,>=1000,False
293,293,250-499,250-499,False
600,600,500-999,500-999,False
740,740,500-999,500-999,False
225,225,100-249,100-249,False
590,590,500-999,500-999,False
610,610,500-999,500-999,False
947,947,500-999,500-999,False
722,722,500-999,500-999,False
34,34,<100,<100,False
415,415,250-499,250-499,False
622,622,500-999,500-999,False
519,519,500-999,500-999,False
697,697,500-999,500-999,False
1114,1114,>=1000,>=1000,False
293,293,250-499,250-499,False
633,633,500-999,500-999,False
2102,2102,>=1000,>=1000,False
354,354,250-499,250-499,False
263,263,250-499,250-499,False
261,261,250-499,250-499,False
1161,1161,>=1000,>=1000,False
878,878,500-999,500-999,False
300,300,250-499,250-499,False
281,281,250-499,250-499,False
188,188,100-249,100-249,False
1160,1160,>=1000,>=1000,False
975,975,500-999,500-999,False
474,474,250-499,250-499,False
274,274,250-499,250-499,False
763,763,500-999,500-999,False
279,279,250-499,250-499,False
489,489,250-499,250-499,False
567,567,500-999,500-999,False
365,365,250-499,250-499,False
266,266,250-499,250-499,False
257,257,250-499,250-499,False
718,718,500-999,500-999,False
544,544,500-999,500-999,False
582,582,500-999,500-999,False
84,84,<100,<100,False
447,447,250-499,250-499,False
564,564,500-999,500-999,False
963,963,500-999,500-999,False
52,52,<100,<100,False
155,155,100-249,100-249,False
399,399,250-499,250-499,False
540,540,500-999,500-999,False
1351,1351,>=1000,>=1000,False
300,300,250-499,250-499,False
2094,2094,>=1000,>=1000,False
473,473,250-499,250-499,False
741,741,500-999,500-999,False
397,397,250-499,250-499,False
161,161,100-249,100-249,False
38,38,<100,<100,False
734,734,500-999,500-999,False
439,439,250-499,250-499,False
729,729,500-999,500-999,False
207,207,100-249,100-249,False
253,253,250-499,250-499,False
368,368,250-499,250-499,False
1354,1354,>=1000,>=1000,False
1159,1159,>=1000,>=1000,False
486,486,250-499,250-499,False
468,468,250-499,250-499,False
1134,1134,>=1000,>=1000,False
351,351,250-499,250-499,False
1066,1066,>=1000,>=1000,False
176,176,100-249,100-249,False
329,329,250-499,250-499,False
1184,1184,>=1000,>=1000,False
540,540,500-999,500-999,False
291,291,250-499,250-499,False
77,77,<100,<100,False
286,286,250-499,250-499,False
448,448,250-499,250-499,False
75,75,<100,<100,False
613,613,500-999,500-999,False
1733,1733,>=1000,>=1000,False
1132,1132,>=1000,>=1000,False
46,46,<100,<100,False
1168,1168,>=1000,>=1000,False
268,268,250-499,250-499,False
550,550,500-999,500-999,False
1208,1208,>=1000,>=1000,False
412,412,250-499,250-499,False
197,197,100-249,100-249,False
919,919,500-999,500-999,False
664,664,500-999,500-999,False
113,113,100-249,100-249,False
411,411,250-499,250-499,False
79,79,<100,<100,False
287,287,250-499,250-499,False
142,142,100-249,100-249,False
46,46,<100,<100,False
1144,1144,>=1000,>=1000,False
289,289,250-499,250-499,False
594,594,500-999,500-999,False
774,774,500-999,500-999,False
2034,2034,>=1000,>=1000,False
136,136,100-249,100-249,False
1217,1217,>=1000,>=1000,False
323,323,250-499,250-499,False
2180,2179,>=1000,>=1000,False
155,155,100-249,100-249,False
209,209,100-249,100-249,False
94,94,<100,<100,False
373,373,250-499,250-499,False
176,176,100-249,100-249,False
298,298,250-499,250-499,False
570,570,500-999,500-999,False
1829,1829,>=1000,>=1000,False
355,355,250-499,250-499,False
179,179,100-249,100-249,False
483,483,250-499,250-499,False
110,110,100-249,100-249,False
534,534,500-999,500-999,False
667,667,500-999,500-999,False
163,163,100-249,100-249,False
43,43,<100,<100,False
485,484,250-499,250-499,False
428,428,250-499,250-499,False
612,612,500-999,500-999,False
1051,1051,>=1000,>=1000,False
2028,2028,>=1000,>=1000,False
245,245,100-249,100-249,False
416,415,250-499,250-499,False
634,634,500-999,500-999,False
539,539,500-999,500-999,False
834,834,500-999,500-999,False
506,506,500-999,500-999,False
633,633,500-999,500-999,False
255,255,250-499,250-499,False
353,353,250-499,250-499,False
226,226,100-249,100-249,False
1211,1211,>=1000,>=1000,False
634,634,500-999,500-999,False
334,334,250-499,250-499,False
142,142,100-249,100-249,False
1930,1930,>=1000,>=1000,False
240,240,100-249,100-249,False
71,71,<100,<100,False
1009,1009,>=1000,>=1000,False
586,586,500-999,500-999,False
214,214,100-249,100-249,False
210,210,100-249,100-249,False
363,363,250-499,250-499,False
218,218,100-249,100-249,False
524,524,500-999,500-999,False
903,903,500-999,500-999,False
858,858,500-999,500-999,False
578,578,500-999,500-999,False
247,247,100-249,100-249,False
715,715,500-999,500-999,False
44,44,<100,<100,False
176,176,100-249,100-249,False
810,810,500-999,500-999,False
234,234,100-249,100-249,False
263,263,250-499,250-499,False
81,81,<100,<100,False
230,230,100-249,100-249,False
1095,1095,>=1000,>=1000,False
69,69,<100,<100,False
168,168,100-249,100-249,False
471,471,250-499,250-499,False
1098,1098,>=1000,>=1000,False
326,326,250-499,250-499,False
923,923,500-999,500-999,False
264,264,250-499,250-499,False
1469,1469,>=1000,>=1000,False
118,118,100-249,100-249,False
652,652,500-999,500-999,False
641,641,500-999,500-999,False
627,627,500-999,500-999,False
321,321,250-499,250-499,False
522,522,500-999,500-999,False
581,581,500-999,500-999,False
611,611,500-999,500-999,False
448,448,250-499,250-499,False
1112,1112,>=1000,>=1000,False
947,947,500-999,500-999,False
101,101,100-249,100-249,False
579,579,500-999,500-999,False
297,297,250-499,250-499,False
284,284,250-499,250-499,False
333,333,250-499,250-499,False
680,680,500-999,500-999,False
362,362,250-499,250-499,False
1137,1137,>=1000,>=1000,False
376,376,250-499,250-499,False
585,585,500-999,500-999,False
76,76,<100,<100,False
1327,1327,>=1000,>=1000,False
30,30,<100,<100,False
300,300,250-499,250-499,False
638,638,500-999,500-999,False
680,680,500-999,500-999,False
460,460,250-499,250-499,False
524,524,500-999,500-999,False
611,611,500-999,500-999,False
2341,2341,>=1000,>=1000,False
353,353,250-499,250-499,False
1333,1333,>=1000,>=1000,False
995,995,500-999,500-999,False
532,532,500-999,500-999,False
173,173,100-249,100-249,False
223,223,100-249,100-249,False
995,995,500-999,500-999,False
233,233,100-249,100-249,False
639,639,500-999,500-999,False
353,353,250-499,250-499,False
387,387,250-499,250-499,False
580,580,500-999,500-999,False
356,356,250-499,250-499,False
95,95,<100,<100,False
304,304,250-499,250-499,False
86,86,<100,<100,False
506,506,500-999,500-999,False
291,291,250-499,250-499,False
273,273,250-499,250-499,False
1060,1060,>=1000,>=1000,False
924,924,500-999,500-999,False
476,476,250-499,250-499,False
318,318,250-499,250-499,False
635,635,500-999,500-999,False
831,831,500-999,500-999,False
89,89,<100,<100,False
42,42,<100,<100,False
247,247,100-249,100-249,False
1054,1054,>=1000,>=1000,False
135,135,100-249,100-249,False
1046,1046,>=1000,>=1000,False
263,263,250-499,250-499,False
704,704,500-999,500-999,False
355,355,250-499,250-499,False
1035,1035,>=1000,>=1000,False
325,325,250-499,250-499,False
144,144,100-249,100-249,False
539,539,500-999,500-999,False
359,359,250-499,250-499,False
124,124,100-249,100-249,False
342,342,250-499,250-499,False
668,668,500-999,500-999,False
140,140,100-249,100-249,False
197,197,100-249,100-249,False
743,743,500-999,500-999,False
281,281,250-499,250-499,False
594,594,500-999,500-999,False
577,577,500-999,500-999,False
261,261,250-499,250-499,False
885,885,500-999,500-999,False
686,686,500-999,500-999,False
47,47,<100,<100,False
644,644,500-999,500-999,False
728,728,500-999,500-999,False
317,317,250-499,250-499,False
31,31,<100,<100,False
40,40,<100,<100,False
306,306,250-499,250-499,False
1192,1192,>=1000,>=1000,False
264,264,250-499,250-499,False
149,149,100-249,100-249,False
981,981,500-999,500-999,False
665,665,500-999,500-999,False
869,869,500-999,500-999,False
78,78,<100,<100,False
583,583,500-999,500-999,False
354,354,250-499,250-499,False
289,289,250-499,250-499,False
457,457,250-499,250-499,False
288,288,250-499,250-499,False
334,334,250-499,250-499,False
614,614,500-999,500-999,False
260,260,250-499,250-499,False
248,248,100-249,100-249,False
79,79,<100,<100,False
457,457,250-499,250-499,False
72,72,<100,<100,False
509,509,500-999,500-999,False
683,683,500-999,500-999,False
415,415,250-499,250-499,False
522,522,500-999,500-999,False
472,472,250-499,250-499,False
1472,1472,>=1000,>=1000,False
777,777,500-999,500-999,False
51,51,<100,<100,False
331,331,250-499,250-499,False
454,454,250-499,250-499,False
167,167,100-249,100-249,False
313,313,250-499,250-499,False
278,278,250-499,250-499,False
